Numero de producto;Nombre de producto;Unidad de medida de ventas;Nombre Grupo
3000806;PENDIENTE PARA UTILIZAR OPTIUM EMULBYC AC 110 x 55 GAL;Und;LUBRICANTES FABRICAD
3000186;CLING 12 PULG. R x 0300 MTS;Und;ECOBYC CLING FILM
3001115;FUMIGADORA 8 LITROS;Und;DESINFECCION COMERC
3001404;LIMPIADOR DESINFECTANTE AQUA x 04 LITRO;Und;LINEA DESINFECTANTES
5001291;CASCADE CPL. NEG. OPTIGUN GA02;Und;REPUESTOS FINISHING
AF1528M0015;EQ DE COMPUTO TODO EN UNO;;ADITIVOS COMERCIALIZ
3000589;SODA CAUSTICA  X KG;KGS;SALES
AF1528M0043;COMPUTADOR CONTABILIDAD;;COSTOS Y GASTOS NO INVENTARIABLES
5001324;KIT DE NO CONTACTO/BETA;Und;REPUESTOS HOT MELT
5001026;NOZ,EZ,.031 ORF.075BRL, BR;Und;REPUESTOS HOT MELT
3000153;CIANURO DE POTASIO x 05 KGS;KGS;SALES
5000234;ENSAMBLE DE AGUJA;Und;REPUESTOS HOT MELT
3000956;FOSFATION PL 30/70 x 180 KGS;Und;FOSFATOS FABRICADOS
AF1528M0016;FOTOCOPIADORA BARBOSA;;ADITIVOS COMERCIALIZ
3001500;DETERGENTE LIQUIDO x 60 ML (MSVC);Und;LINEA DESINFECTANTES
5001336;BATERIA SELLADA VRLA AGM MTEK 12V 45A;Und;REPUESTOS FILM MIMA
3001029;BYC FLOC CT x 05 KGS;Und;PLANTA TTO DE AGUAS
3000082;BIOCLEAN NTC x 20 KGS;Und;ADITIVOS FABRICADOS
3000104;BN LEVELLER x 05 GAL;Und;ADITIVOS FABRICADOS
AF1528M0017;IMPRESORA DE ETIQUETAS;;ADITIVOS COMERCIALIZ
3000913;BN ULTRABRIGHT x 05 GAL;Und;ADITIVOS FABRICADOS
3000315;KLEANEX CU x  20 KGS;Und;ADITIVOS FABRICADOS
3000110;BYC AL x 05 KGS;Und;PLANTA TTO DE AGUAS
5000745;ORING 014 VITON 70 DUR;Und;REPUESTOS HOT MELT
3000118;BYC FLOC CT x 20 KGS;Und;PLANTA TTO DE AGUAS
5001333;POWDER HOSE CONNECTOR;Und;EQUIPOS FINISHING
3000377;OPTIUM BYC ANTICOR #2 x 05 GAL;Und;LUBRICANTES FABRICAD
5001319;PI�ON MARCA INTERMEC 10-B-1- 16 DIENTES;Und;REPUESTOS FILM MIMA
3001232;ROLLO MANUAL 50�23�10 KG BYCSA;KGS;ROLLOS FABRICADOS
3000882;ALLBRITE SATIN SS 30 x 01 KGS (SATILUME;Und;ADITIVOS COMERCIALIZ
5001334;CONVEYING AIR CONNECTION;Und;EQUIPOS FINISHING
5001335;SUPPLEMENTARY AIR CONNECTION;Und;EQUIPOS FINISHING
3001233;ROLLO MANUAL 50�25�10 KG BYCSA;KGS;ROLLOS FABRICADOS
5001339;UMP MDP ZDX-1/12 3 PH;Und;EQP LINEA GALVANICA
3000788;CORRO TRI BLUE BR X 1 KG;Und;ADITIVOS COMERCIALIZ
AF1528M0018;IMPRESORA KONICA MINOLTA;;ADITIVOS COMERCIALIZ
AF1528M0019;IMPRESORA LASER;;ADITIVOS COMERCIALIZ
3000750;VITAFILM 09 x 12 MICRAS;Und;ROLLO VITAFILM COMER
5001340;LASER SENSOR 12 MM;Und;REPUESTOS HOT MELT
5000841;SLEEVE NUT CPL: GM 02;Und;REPUESTOS FINISHING
3000814;GOLPANOL BEO x 25 KGS;KGS;ADITIVOS COMERCIALIZ
3000751;VITAFILM 10 x 12 MICRAS;Und;ROLLO VITAFILM COMER
5001341;12MM LASER PHOTO-EYE 10 MT STRAIGHT CABLE;Und;REPUESTOS HOT MELT
3000752;VITAFILM 12 x 12 MICRAS;Und;ROLLO VITAFILM COMER
3000594;SOL.PREPARADORA CUPRACID 210 x 30 KGS;Und;ADITIVOS COMERCIALIZ
5001342;PHOTO EYE SUPPORT;Und;REPUESTOS HOT MELT
5000664;TRANSITIONROLLER SEAT;Und;REPUESTOS FILM MIMA
5000490;PISTOLA MANUAL OPTIFLEX 2 GM03 COMPLETA;Und;REPUESTOS FINISHING
3000754;VITAFILM 12X1400 MTS 11 MICRAS ROSADO;Und;ROLLO VITAFILM COMER
3000755;VITAFILM 15 x 12 MICRAS;Und;ROLLO VITAFILM COMER
3000756;VITAFILM 15 X 1200 MTS;Und;ROLLO VITAFILM COMER
3000757;VITAFILM 18 x 12 MICRAS;Und;ROLLO VITAFILM COMER
5001206;MANGUERA;Und;REPUESTOS FINISHING
3000758;"VITAFILM 18"""" x 12 x 600 MTS";Und;ROLLO VITAFILM COMER
3000759;VITAFILM 285 MM 1200 MTS CRYSTAL;Und;ROLLO VITAFILM COMER
3000760;VITAFILM 4  x 12 MICRAS;Und;ROLLO VITAFILM COMER
5001437;PI�ON DEL REDUCTOR DEL PLATO;Und;REPUESTOS FILM MIMA
3000762;XILENOL ORANGE x 250 ml;ML;REACTIVOS
3000273;FOSFATION PL x 200 LTS;Und;FOSFATOS FABRICADOS
3000794;SERVICIO REP Y MANTENIMIENTO FINISHING;Und;EQUIPOS FINISHING
3001396;LIMPIADOR DESINFECTANTE LIMON x 20 LITRO;Und;LINEA DESINFECTANTES
3000972;HIDROXIDO DE SODIO  1 N x LITRO;LTS;REACTIVOS
AF1528M0020;IMPRESORA LASER PARA CENTRALIZAR;;ADITIVOS COMERCIALIZ
3001135;FUMIGADORA 2 LITROS;Und;DESINFECCION COMERC
3001375;JABON LIQUIDO PARA MANOS COCO x 04 LITRO;Und;LINEA DESINFECTANTES
3001578;FOSFATION PL x 1 LT;Und;FOSFATOS FABRICADOS
3000378;OPTIUM BYC ANTICOR #3 x 01 GAL;Und;LUBRICANTES FABRICAD
3000123;BYC SEAL 04 LE x 25 KGS;Und;FOSFATOS FABRICADOS
3000379;OPTIUM BYC ANTICOR #3 x 05 GAL;Und;LUBRICANTES FABRICAD
3000200;COBRE LT x 20 KGS;Und;ADITIVOS FABRICADOS
5000828;TRIGER CPL.;Und;REPUESTOS FINISHING
5000716;CARTUCHOS ALGODON-HILO MICRAS 10'';Und;RPTO LINEA GALVANICA
5001343;ELECTRICAL BOX CONNECTION FOR CORRUGATED FFG (6MT);Und;REPUESTOS HOT MELT
5000202;DISCOS PAPEL CARTON 0620/FILTER PAPER 2;Und;RPTO LINEA GALVANICA
AF1540O0001;CAMION STX891;;ADITIVOS COMERCIALIZ
3000207;CROMIST N-70 x 20 KGS;Und;ADITIVOS FABRICADOS
3000479;OPTIUM TERM F-2 x 05 GAL;Und;LUBRICANTES FABRICAD
5001226;HD,ULTRA,1PT,NOR,240V 150 MESH;Und;REPUESTOS HOT MELT
3000633;TADAL CU 661 x 04 KGS;Und;LUBRICANTES FABRICAD
3000645;TADAL SCREW 46 x 05 GAL;Und;LUBRICANTES COMERCIA
3001214;ERLENMEYER CUELLO ANGOSTO 250 ML;Und;REACTIVOS
3000210;CROMO BYC TRA x 20 KGS;Und;ADITIVOS FABRICADOS
3001151;BOMBA TEKNA EVO AKS REFERENCIA:SKAKS803NHP0000;;PLANTA TTO DE AGUAS
3000781;CINTA TRANSP.48x100 SOCIEDAD PORTUARIA;Und;CINTA COMERCIALIZADA
AF1528M0021;LICENCIA PARA SERVIDOR;;ADITIVOS COMERCIALIZ
3000380;OPTIUM BYC ANTICOR #4 x 05 GAL;Und;LUBRICANTES FABRICAD
5001514;INTEGRAL MANIFOLD,ASY;Und;REPUESTOS HOT MELT
3001067;BYC FLOC AN x 05 KGS;Und;PLANTA TTO DE AGUAS
3000867;INDIGO DE CARMIN x 100 ML;ml;REACTIVOS
3001525;ALCALINIZANTE K X 20 KG;Und;PLANTA TTO DE AGUAS
AF1528M0022;MEMORIA PORTATIL DIRECCION TECNICA;;ADITIVOS COMERCIALIZ
5000286;GRUPO NEUMATICO COMPLETO;Und;REPUESTOS FINISHING
3000032;ALKA BRIGHT x 05 GAL;Und;ADITIVOS FABRICADOS
3000398;OPTIUM DM SOLUBLE x 275 GAL;Und;LUBRICANTES FABRICAD
3000811;CINTA TRANSP.48x100 PQP IMPRESA;Und;CINTA COMERCIALIZADA
5000181;CUBIERTA COMPLETA;Und;REPUESTOS FINISHING
3001041;ROLLO MANUAL 50x15x420 BYCSA;Und;ROLLOS FABRICADOS
3000823;ROLLO YUMBO 45x10x4500 BYCSA;Und;ROLLOS FABRICADOS
3000825;COLD STRIP 130 x 200 KGS;Und;FOSFATOS FABRICADOS
3000876;A-5 (2X) x 01 KGS;Und;ADITIVOS COMERCIALIZ
3000877;ABRILLANTADOR TROLUME PXNB x 01 KGS;Und;ADITIVOS COMERCIALIZ
3001581;SODA CAUSTICA  96.5% X KG;KGS;SALES
3001039;ROLLO MANUAL 30x15x420 BYCSA;Und;ROLLOS FABRICADOS
3000524;QUIMAL 176 ST-LE x 20 KGS;Und;FOSFATOS FABRICADOS
3000837;ROLLO YUMBO 60x17x4500 BYCSA;Und;ROLLOS FABRICADOS
3000838;ROLLO YUMBO 30x17x4500 BYCSA;Und;ROLLOS FABRICADOS
5001440;*5001441;Und;REPUESTOS FINISHING
3001227;BN 76 SEMIBRIGHT x 01 GAL;Und;ADITIVOS FABRICADOS
3000846;ACIDO SULFURICO CONCENTRADO x 1 LT;lts;REACTIVOS
5000837;FTG,SKT PLUG,G1/4,STL;Und;REPUESTOS HOT MELT
5000087;BOQUILLA OMEGA 4.5 MM;Und;REPUESTOS HOT MELT
3001228;PULIBRILL DB 203 x 04 KGS;Und;ADITIVOS FABRICADOS
3001229;TADAL GRC x 05 KGS;Und;LUBRICANTES COMERCIA
5001512;HOSE,06X12,240,APPL,DCL R155.-181.,P.375,L2;Und;REPUESTOS HOT MELT
3000093;BN 83 SUPERBRIGHT X 05 GAL;Und;ADITIVOS FABRICADOS
3000218;CUABYC S x 20 KGS;Und;ADITIVOS FABRICADOS
3000383;OPTIUM BYC GLASS BPL-S x 05 GAL;Und;LUBRICANTES FABRICAD
5001377;SEAL&BRG ASSY,PSTN PMP SEAL AND BEARING KIT FOR;Und;REPUESTOS HOT MELT
AF1528M0023;PORTATIL GERENCIA;;ADITIVOS COMERCIALIZ
3000219;CUFLEX 320 - H x KGS;Und;ADITIVOS FABRICADOS
3000863;AGUA DESIONIZADA x 200 LITROS;Lt;REACTIVOS
3000220;CUFLEX 321 x 01 KGS;Und;ADITIVOS FABRICADOS
3000836;CINTA TRANSP.48x100 SENCO;Und;CINTA COMERCIALIZADA
3000384;OPTIUM CH 11 x 05 GAL;Und;LUBRICANTES FABRICAD
3000227;DEPAS 78 LE x 05 GAL;Und;ADITIVOS FABRICADOS
3000228;DEPAS 78 x 05 GAL;Und;ADITIVOS FABRICADOS
3001252;BLACK TRIVALENT CROMATE A x 20 KG;Und;ADITIVOS FABRICADOS
3001255;BLACK TRIVALENT CROMATE B x 20 KG;Und;ADITIVOS FABRICADOS
AF1528M0024;PORTATIL GERENCIA;;ADITIVOS COMERCIALIZ
3001037;ROLLO MANUAL 12.5x15x420 BYCSA;Und;ROLLOS FABRICADOS
3000386;OPTIUM CR-1 x 05 GAL;Und;LUBRICANTES FABRICAD
AF1528M0025;PORTATIL GERENCIA TECNICA;;ADITIVOS COMERCIALIZ
3000387;OPTIUM CR-2 x 05 GAL;Und;LUBRICANTES FABRICAD
3000889;NP A x 01 KGS;Und;ADITIVOS COMERCIALIZ
3000936;BICARBONATO DE SODIO x 25 KGS;Und;ADITIVOS COMERCIALIZ
5001338;TRANSFORMADOR MONOFASICO SECO  110V - 220V;Und;REPUESTOS FILM MIMA
5001476;OPTIFLEX PRO F;Und;EQUIPOS FINISHING
3001040;ROLLO MANUAL 45x15x420 BYCSA;Und;ROLLOS FABRICADOS
3000182;CLING 12 PULG. CN x 1500 MTS;Und;ECOBYC CLING FILM
5001354;GUN CABLE TRIBO;Und;REPUESTOS FINISHING
3000411;OPTIUM ENGRAFLUID 68 x 05 GAL;Und;LUBRICANTES FABRICAD
3000938;BUTILCELLOSOLVE x 190 KGS;Und;ADITIVOS COMERCIALIZ
3000952;NICHEM 1000 C x 25 KG;Und;ADITIVOS COMERCIALIZ
3000230;DESNIQUELSID 66 B x 01 KG;Und;ADITIVOS FABRICADOS
5000123;"CARTUCHOS ALGODON-HILO 10 MICRAS 10""";Und;RPTO LINEA GALVANICA
3000099;BN BLACK x 10 KGS;Und;ADITIVOS FABRICADOS
3000237;ELECTRO KLEANEX HT x 25 KGS;Und;ADITIVOS FABRICADOS
AF1528M0026;PORTATIL LENOVO FELIPE Y FERNANDO;;ADITIVOS COMERCIALIZ
3000548;ROLLO MANUAL 45x12x1800 BYCSA;Und;ROLLOS FABRICADOS
3000298;INIBEX 250 x 05 GAL;Und;GALVAN.  EN CALIENTE
3001086;ACEITE DE PINO X 1 GAL;Und;ADITIVOS COMERCIALIZ
3001415;DESODORIZADOR DE ORINALES Y SANITARIOS x 01 LITRO;Und;LINEA DESINFECTANTES
3000893;KLEANEX DEC F x 01 GAL;KGS;FOSFATOS FABRICADOS
3001416;DESODORIZADOR DE ORINALES Y SANITARIOS x 04 LITRO;Und;LINEA DESINFECTANTES
3001417;DESODORIZADOR DE ORINALES Y SANITARIOS x 20 LITRO;Und;LINEA DESINFECTANTES
5001408;END PLATE SEAL  FOR EASYSELECT;Und;REPUESTOS FINISHING
AF1540M0010;CAMION GTY479 (BARBOSA);;ADITIVOS COMERCIALIZ
AF1528M0027;PORTATIL MERCADEO;;ADITIVOS COMERCIALIZ
5001366;PLUG,CABLE ENTRY,BF HEAD;Und;REPUESTOS HOT MELT
3000346;MIRALLOY ZINC SALT 1;Und;METALES PRECIOSOS
3001522;SOLUCION ANTIBACTERIAL EP x 60 ML (MSVC);Und;LINEA DESINFECTANTES
3001103;CUPRACID 210 B EUR x 20 KGS;Und;ADITIVOS COMERCIALIZ
3001137;SURFACTANTE x 01 KGS;Und;ADITIVOS COMERCIALIZ
3001138;TRIETANOLAMINA x 01 KGS;Und;ADITIVOS COMERCIALIZ
3001139;GELYCEL F 3500 x 01 KGS;Und;ADITIVOS COMERCIALIZ
3000390;OPTIUM CRI 37 x 55 GAL;Und;LUBRICANTES FABRICAD
3000369;NP A x 04 KGS;Und;ADITIVOS COMERCIALIZ
5001407;ROTATION BLADE W/O CENTRAL AXIS SFR-08;Und;REPUESTOS FINISHING
3001509;JABON LIQUIDO PARA MANOS HONEY AVENA x 60 ML (MSVC);Und;LINEA DESINFECTANTES
3000188;CLING 12 PULG. R x 1500 MTS;Und;ECOBYC CLING FILM
3000296;HUMECTANTE NI 86 x 30 KGS;Und;ADITIVOS FABRICADOS
5001323;ANILLOS DE SUJECION NUMERO PARTE FG-135A-B2;Und;REPUESTOS FILM MIMA
3001140;GLUTARALDEHIDO x 01 KGS;Und;ADITIVOS COMERCIALIZ
5001016;OPTIFLEX PRO;Und;EQUIPOS FINISHING
AF1528M0028;PORTATIL PERSONAL AUSTRALIA;;ADITIVOS COMERCIALIZ
5001482;"LAMINA POLIETILENO 3/16"" x 120 x 06 CM";Und;REPUESTOS FILM MIMA
5001481;"LAMINA POLIETILENO 3/16"" x 160 x 11 CM";Und;REPUESTOS FILM MIMA
9000067;SINIESTROS;Und;OTROS INGRESOS
3000392;OPTIUM CRI x 55 GAL;Und;LUBRICANTES FABRICAD
3000308;KLEANEX 207 x 25 KGS;Und;ADITIVOS FABRICADOS
3001511;SUAVIZANTE LIQUIDO MANZANA x 60 ML (MSVC);Und;LINEA DESINFECTANTES
3001185;ZUNCHO PP NEGRO 12,5 x CAL.5, 8 KILOS x 1.800 MTS;Und;CINTA COMERCIALIZADA
3001390;DESINFECTANTE DE FRUTAS Y VERDURAS x 20 LITRO;Und;LINEA DESINFECTANTES
5001483;"LAMINA POLIETILENO 3/16"" x 60 x 11 CM";Und;REPUESTOS FILM MIMA
3000231;DIFENILACETICO X 250 C.C.;CM3;REACTIVOS
3000340;MIRALLOY COPPER SALT 1;Und;METALES PRECIOSOS
3000310;KLEANEX ABF - F x 20 KGS;Und;ADITIVOS FABRICADOS
5001355;SOLENOID VALVE SY5160-5MOU-01F-Q;Und;REPUESTOS FINISHING
5001322;ARANDELAS ESPACIADOR FILM LOCATING PLATE;Und;REPUESTOS FILM MIMA
3000394;OPTIUM CT 343 x  55 GAL;Und;LUBRICANTES FABRICAD
5001169;WASHER THRUST1500;Und;RPTO LINEA GALVANICA
3001592;CUPRACID UP 800A x 25 KGS;Und;ADITIVOS COMERCIALIZ
3001586;FOSFATION TRI 21 W x  225 KGS;Und;FOSFATOS FABRICADOS
AF1528M0029;PORTATIL SISTEMAS;;ADITIVOS COMERCIALIZ
5000426;ORING 022,70;Und;REPUESTOS HOT MELT
3000930;CIANURO DE SODIO 10% x 01 LITRO;LTS;REACTIVOS
3000395;OPTIUM CT 343 x 275 GAL;Und;LUBRICANTES FABRICAD
5000755;PIEZA DE VASTAGO GO 02;Und;REPUESTOS FINISHING
3001179;ROLLO MANUAL 50x20x420 NARANJA;Und;ROLLOS STRETCH COMER
3001143;GELYCELl F1 3500 x 25 KGS;Und;ADITIVOS COMERCIALIZ
3001180;ROLLO MANUAL 50X20X420 AZUL;Und;ROLLOS STRETCH COMER
3001379;JABON LIQUIDO PARA MANOS AGUA FRESCA x 20 LITRO;Und;LINEA DESINFECTANTES
3001181;CINTA TRANSP.48 x 100 TC BUEN SA;Und;CINTA COMERCIALIZADA
5001257;CONVERTER  DELTA DE 0.75 KW;Und;REPUESTOS FILM MIMA
3000397;OPTIUM DM SOLUBLE x  55 GAL;Und;LUBRICANTES FABRICAD
5000781;RADIAL GASKET GM 02;Und;REPUESTOS FINISHING
3001329;MICROORGANISMOS x KILO;Und;ADITIVOS COMERCIALIZ
3000942;TADALCHAIN 220 MS x 55 GAL;Und;LUBRICANTES COMERCIA
3001345;ALLBRITE BLACK 2000 A x 01 KGS;Und;ADITIVOS COMERCIALIZ
5001356;PRECISION PRESSURE REGULATOR;Und;REPUESTOS FINISHING
5000453;ORING 5-254 VITON;Und;REPUESTOS HOT MELT
3000402;OPTIUM EMULBYC PL x 05 GAL;Und;LUBRICANTES FABRICAD
3001445;NOVIGANTH NI AK PARTE B x 01 KILO;Und;ADITIVOS COMERCIALIZ
5000845;SHIELD CPL GM 02;Und;REPUESTOS FINISHING
5000766;CUP 1040 PVDF-E;Und;RPTO LINEA GALVANICA
AF1528M0030;SERVIDOR;;ADITIVOS COMERCIALIZ
3001513;LIMPIADOR DESINFECTANTE LAVANDA x 60 ML (MSVC);Und;LINEA DESINFECTANTES
3001475;ALLBRITE BLACK 2000 B x 2.4 KGS;Und;ADITIVOS COMERCIALIZ
3000404;OPTIUM ENGRAFLUID 150 x 55 GAL;Und;LUBRICANTES FABRICAD
5001433;VARIADOR� EL�CTRICO MONOF�SICO CA TIPO EL-W POT 1,0HP 220V� VFD007EL21W-1;Und;REPUESTOS FILM MIMA
AF1528M0031;SERVIDOR ML 350;;ADITIVOS COMERCIALIZ
3001476;ALLBRITE BLACK 2000 WA 0.06 KLS;Und;ADITIVOS COMERCIALIZ
5000602;SOPORTE DE LA FICHA ELECTRONICA CPL GM0;Und;REPUESTOS FINISHING
3000052;ALMIDON 1% X 250 CC.;CC3;REACTIVOS
3000973;ROLLO MADRE 50x19x4200;Und;ROLLOS FABRICADOS
5000884;NIPPLE PUMP 0600 SHORT/SOCKET WELDING, PVDF;Und;RPTO LINEA GALVANICA
3000408;OPTIUM ENGRAFLUID 320 x 55 GAL;Und;LUBRICANTES FABRICAD
3000446;OPTIUM LUBRIPLAST x 275 GAL;Und;LUBRICANTES FABRICAD
3000410;OPTIUM ENGRAFLUID 460 x 55 GAL;Und;LUBRICANTES FABRICAD
3001593;CUPRACID UP 800B x 25 KGS;Und;ADITIVOS COMERCIALIZ
3000412;OPTIUM ENGRAFLUID 68 x 55 GAL;Und;LUBRICANTES FABRICAD
3000413;OPTIUM ENGRAFLUID 680 x 05 GAL;Und;LUBRICANTES FABRICAD
3000414;OPTIUM ENGRAFLUID 680 x 55 GAL;Und;LUBRICANTES FABRICAD
5000031;ANILLO GM03;Und;REPUESTOS FINISHING
3000323;KLEANEX KS-07 x 25 KGS;Und;ADITIVOS FABRICADOS
AF1528M0032;TABLERO;;ADITIVOS COMERCIALIZ
3001470;GALVABYC YTC COATING-A;Und;ADITIVOS COMERCIALIZ
AF1528M0033;UPS SAN LUCAS;;ADITIVOS COMERCIALIZ
3000416;OPTIUM EVAPORABLE VS x 55 GAL;Und;LUBRICANTES FABRICAD
AF1528M0034;VIDEOBEAM;;ADITIVOS COMERCIALIZ
3000990;ROLLO MADRE SIGMAPLAST 45x15x4500 BYCSA;Und;ROLLOS FABRICADOS
3000993;CLORURO POTASIO ALTA PUREZA x 25 KGS;KGS;SALES
3001477;ALLBRITE BLACK 2000 A x 0.2 KGS;Und;ADITIVOS COMERCIALIZ
7000084;TUBO CARTON 15.7CMx05MM EXPORT;Und;ENVASES  Y EMPAQUES
3001564;ROLLO MANUAL 45x12x250 BYCSA;Und;ROLLOS FABRICADOS
3001594;CUPRACID UP 800C x 25 KGS;Und;ADITIVOS COMERCIALIZ
7000085;TUBO CARTON 30CMx05MM EXPORT;Und;ENVASES  Y EMPAQUES
3001407;SUAVIZANTE LIQUIDO FLORAL x 04 LITRO;Und;LINEA DESINFECTANTES
3000927;ROLLO MANUAL 50x15x300 BYCSA;Und;ROLLOS FABRICADOS
5000211;DISCOS POLIESTER 2500;Und;RPTO LINEA GALVANICA
3001197;NOVAZINC SCM x 5 GALON;Und;FOSFATOS COMERCIALIZ
3000421;OPTIUM GREASE PRESSFALTIC x 16 KGS;Und;LUBRICANTES FABRICAD
AF1528O0001;COMPUTADOR BOGOTA;;ADITIVOS COMERCIALIZ
7000146;ENVASE POTE 4 KG PEAD;Und;ENVASES  Y EMPAQUES
3000330;KLEANEX ZN x 25 KGS;Und;ADITIVOS FABRICADOS
AF1528M0040;IMPRESORA DE ETIQUETAS MULTIFUNCIONAL BIZHUB C454;;ADITIVOS COMERCIALIZ
3000828;KLEANEX AX-W x 04 KGS;Und;ADITIVOS FABRICADOS
7000089;TUBO CORELESS 2 1/2 NEGRO;Und;ENVASES  Y EMPAQUES
3001205;BIOBYC-A x 200kg;Und;LINEA DE PAPEL
3001206;BIOBYC-B x 200kg;Und;LINEA DE PAPEL
AF1528O0002;COMPUTADOR PORTATIL VENTAS BOGOTA;;ADITIVOS COMERCIALIZ
AF1528O0003;COMPUTADOR TIENDA QUIMICA;;ADITIVOS COMERCIALIZ
AF1528O0004;COMPUTADOR Y LICENCIA BOGOTA;;ADITIVOS COMERCIALIZ
3001536;D LIMONENO X 20 KGS;Und;ADITIVOS COMERCIALIZ
AF1528O0005;COMPUTADORES PORTATIL DOS SISTEMAS Y DAN;;ADITIVOS COMERCIALIZ
5001360;LOCKNUT 60000, PP;Und;RPTO LINEA GALVANICA
3001211;VASO PRECIPITADO F. BAJA 100 ML;Und;REACTIVOS
3001212;VASO PRECIPITADO F. BAJA 250 ML;Und;REACTIVOS
3001213;VASO PRECIPITADO F. ALTA 50 ML;Und;REACTIVOS
3000910;GOLPANOL ALS X 30 KGS;KGS;SALES
3001215;PIPETA GRADUADA 5 CLASE B;Und;REACTIVOS
9000068;GASTOS PAGADOS SEGUROS;Und;OTROS INGRESOS
3001216;PIPETA VOL A 0,5;Und;REACTIVOS
3001217;PIPETA GRADUADA 1 CLASE B;Und;REACTIVOS
3001218;PROBETA GRADUADA 100 ML;Und;REACTIVOS
3001219;PROBETA GRADUADA 25 ML;Und;REACTIVOS
3001220;PERA PIPETEADORA UNIVERSAL;Und;REACTIVOS
3001221;FRASCO LAVADOR 250 ML;Und;REACTIVOS
5001357;PINCH VALVE DN 7.5 AP01.1/AP01.1-E;Und;REPUESTOS FINISHING
5001383;BRG/SEAL KIT,AXIAL ROTAT;Und;REPUESTOS HOT MELT
3000357;NIQUEL LT x 20 KGS;Und;ADITIVOS FABRICADOS
7000094;TUBO CARTON 39CMx5MM EXPO;Und;ENVASES  Y EMPAQUES
5000754;PIEZA DE CONEXION CPL GA 01/02;Und;REPUESTOS FINISHING
AF1528Q0001;COMPUTADOR PORTATIL VENTAS BQUILLA;;ADITIVOS COMERCIALIZ
3000361;NIQUEL WETTING AGENT NB x 25 KGS;Und;ADITIVOS FABRICADOS
3000724;VICAFIL LM 708 G x 25 KGS;Und;JABONES TREFILACION
3000214;CUABYC AC PARTE B x 04 KGS;Und;ADITIVOS FABRICADOS
3001311;DETERGENTE LIQUIDO x 20 LITRO;Und;LINEA DESINFECTANTES
3000423;OPTIUM GUIDE  46 x 05 GAL;Und;LUBRICANTES FABRICAD
3000112;BYC BS x 05 KGS;Und;PLANTA TTO DE AGUAS
3001495;BYC BS x 25 KGS;Und;PLANTA TTO DE AGUAS
5001438;PI�ON DE GUIA;Und;REPUESTOS FILM MIMA
AF1528Q0002;PORTATIL ASESOR BQUILLA;;ADITIVOS COMERCIALIZ
AF1528Z0001;COMPUTADOR MANIZALES;;ADITIVOS COMERCIALIZ
5001301;LENGTHENING CABLE;Und;REPUESTOS FINISHING
3001248;CLING 11 PULG. R x 1500 MTS MAQUINA;Und;ECOBYC CLING FILM
3001514;LIMPIADOR DESINFECTANTE AQUA x 60 ML (MSVC);Und;LINEA DESINFECTANTES
5001124;WASHER THRUST 1500, INLET - E;Und;RPTO LINEA GALVANICA
3000366;NIVET x 20 KGS;Und;ADITIVOS FABRICADOS
3001565;ROLLO MANUAL 50x12x250 BYCSA;Und;ROLLOS FABRICADOS
3000196;CLORURO DE ZINC x 05 KGS;KGS;SALES
AF1520B0071;CHILLER SCROLL INVERTER ACAH045HETB, 45TR ,440 Voltios,60 Hz, 3 PH, R-4104 A. Condensado por aire,;;COSTOS Y GASTOS NO INVENTARIABLES
7000075;DESPERDICIO TUBOS;Kg;OTROS INGRESOS
3001260;CLING 12 PULG. CN x 1400 MTS MAQUINA;Und;ECOBYC CLING FILM
3001261;CLING 18 PULG. CN x 1400 MTS MAQUINA;Und;ECOBYC CLING FILM
3001268;EXHIBIDOR MOTOMUNDO;Und;LUBRICANTES COMERCIA
5001304;REAR COVER;Und;REPUESTOS FINISHING
5000013;ADHESIVO HOT MELT BYC23200 WATER BASED;Kg;ADHESIVOS
3000183;CLING 12 PULG. R x 0050 MTS;Und;ECOBYC CLING FILM
5000014;ADHESIVO HOT MELT RY3561A;Kg;ADHESIVOS
3001515;LIMPIADOR DESINFECTANTE PINO x 60 ML (MSVC);Und;LINEA DESINFECTANTES
3001528;REFRIGERANTE LARGA VIDA x 01 GAL;Und;LUBRICANTES FABRICAD
3000304;KLEANEX 135 x 25 KGS;Und;FOSFATOS FABRICADOS
3001279;BYC RELEASE x 05 GAL;Und;LINEA DE PAPEL
3001387;DESENGRASANTE MANOS x 04 KG;Und;LINEA DESINFECTANTES
3000698;ULTRA FE-LE x 25 KGS;Und;ADITIVOS FABRICADOS
3001498;ZUNCHO PP 1/2 x 0,5 MM BLANCO;Und;CINTA COMERCIALIZADA
3000606;STANYOL 652 x 04 KGS;Und;ADITIVOS FABRICADOS
3001523;DIS-INFECTAN G x 60 ML (MSVC);Und;LINEA DESINFECTANTES
3000493;PHEX 3 x 020 KGS;Und;ADITIVOS FABRICADOS
3000247;FLUX BYC ZN-5 BALDE X 20 KGS;Und;GALVAN.  EN CALIENTE
5001429;RODAMIENTO R�GIDO DE BOLAS SKF 6004-2RSH;Und;REPUESTOS FILM MIMA
5000016;ADHESIVO HOT MELT RY52611M;Kg;ADHESIVOS
5000023;ADHESIVO HOT MELT RY6930 x 25 KG;Kg;ADHESIVOS
3001516;LIMPIADOR DESINFECTANTE LIMON x 60 ML (MSVC);Und;LINEA DESINFECTANTES
